Product Name,URL,Price,Ratings,Delivery
Cosmic Byte GS410 Headphones with Mic (Black/Red),/Cosmic-Byte-GS410-Headphones-Black/dp/B07413RMMP/ref=sr_1_30?dchild=1&keywords=headphones&qid=1584620124&sr=8-30,949,4.1 out of 5 stars,FREE Delivery by Amazon
"Lowfe Bluetooth Headphone with Noise Isolation and Hands-Free Mic and Buttons with Magnetic Earbuds Secure Fit for Gym, Running and Outdoor for All Smartphone",/Lowfe-Bluetooth-Hands-Free-All-Smartphone/dp/B085TKMXYJ/ref=sr_1_31?dchild=1&keywords=headphones&qid=1584620124&sr=8-31,279,,
Sketchfab Extra bass Headphones Over The Ear Headset with Deep bass (Blue),/Sketchfab-Extra-bass-Headphones-Headset/dp/B08217J9WV/ref=sr_1_32?dchild=1&keywords=headphones&qid=1584620124&sr=8-32,349,,
Sennheiser HD 206 507364 Headphones (Black),/Sennheiser-HD-206-507364-Headphones/dp/B01N7S0IPR/ref=sr_1_33?dchild=1&keywords=headphones&qid=1584620124&smid=A14CZOWI0VEHLG&sr=8-33,"1,199",4.0 out of 5 stars,FREE Delivery by Amazon
SHOPTOSHOP TM Bluetooth Wireless Headphones Sport Stereo Headsets Hands-Free with Microphone and Neckband for Android and Apple Devices (Multi Colored) (Standard),/SHOPTOSHOP-Bluetooth-Headphones-Hands-Free-Microphone/dp/B081Z46HL2/ref=sr_1_34?dchild=1&keywords=headphones&qid=1584620124&sr=8-34,399,,
Mi Earphone Basic with Ultra deep bass and mic (Blue),/Mi-Earphone-Basic-Ultra-deep/dp/B07QJYB8BC/ref=sr_1_35?dchild=1&keywords=headphones&qid=1584620124&sr=8-35,399,4.2 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
AmazonBasics Lightweight On-Ear Headphones - Black,/AmazonBasics-Lightweight-On-Ear-Headphones-Black/dp/B07FXF7HXN/ref=sr_1_36?dchild=1&keywords=headphones&qid=1584620124&sr=8-36,499,3.9 out of 5 stars,FREE Delivery by Amazon
"iBall Decibel BT01 Smart Headphone with Alexa Enabled – Blue, White and Silver",/iBall-Decibel-BT01-Headset-Enabled/dp/B07JC17TRT/ref=sr_1_35?dchild=1&keywords=headphones&qid=1584620127&smid=A14CZOWI0VEHLG&sr=8-35,799,3.9 out of 5 stars,FREE Delivery by Amazon
pTron Bassbuds in-Ear True Wireless Bluetooth Headphones (TWS) with Mic - (Green),/pTron-Bassbuds-Wireless-Bluetooth-Headphones/dp/B0843759T1/ref=sr_1_36?dchild=1&keywords=headphones&qid=1584620127&sr=8-36,"1,099",,FREE Delivery by Amazon
"ROCKETKART Earphones, Headphones for OnePlus 7 Pro, 6T, Oppo F9 Pro, F11 Pro, Redmi Y3, Vivo V15, M10, M20, M30, M40, R17, Realme U1, Realme 2 Pro, Realme 3, Mi 6 Pro, 6A, 5A, Mi A2, Redmi 7 Headset",/ROCKETKART-Earphones-Headphones-OnePlus-Headset/dp/B07VZLR795/ref=sr_1_37?dchild=1&keywords=headphones&qid=1584620127&sr=8-37,215,,FREE Delivery over ₹499. Fulfilled by Amazon.
JBL C200SI Super Deep Bass in-Ear Headphones with Mic (Mystic Blue),/JBL-C200SI-Ear-Headphones-Mystic/dp/B07DFYJRQV/ref=sr_1_38?dchild=1&keywords=headphones&qid=1584620127&smid=A14CZOWI0VEHLG&sr=8-38,699,4.1 out of 5 stars,FREE Delivery by Amazon
boAt Bass Heads 900 Wired Headphones with Mic (White),/Heads-900-Wired-Headphones-White/dp/B078W65FJ7/ref=sr_1_39?dchild=1&keywords=headphones&qid=1584620127&sr=8-39,749,4.2 out of 5 stars,FREE Delivery by Amazon
MuveAcoustics Impulse Wired On-Ear Headphones with Microphone (Flagship Blue),/MuveAcoustics-Impulse-MA-1500FB-Headphones-Flagship/dp/B01MXPH0G9/ref=sr_1_40?dchild=1&keywords=headphones&qid=1584620127&sr=8-40,649,,FREE Delivery by Amazon
Sennheiser CX 275 S In -Ear Universal Mobile Headphone With Mic (Black),/Sennheiser-CX-275-Universal-Headphone/dp/B008V6T1IW/ref=sr_1_41?dchild=1&keywords=headphones&qid=1584620127&smid=A14CZOWI0VEHLG&sr=8-41,"1,549",4.1 out of 5 stars,FREE Delivery by Amazon
LvL U Series OG Bass Bluetooth Wireless Earphones BT 4.2 with Mic in Ear OG Bass Stereo Sport Neckband Headphone Headset with Call Vibration Alert for All Andriod & iOS Mobile Phones and Laptops,/Bluetooth-Wireless-Earphones-Headphone-Vibration/dp/B084G526Z5/ref=sr_1_42?dchild=1&keywords=headphones&qid=1584620127&sr=8-42,629,,
boAt BassHeads 100 in-Ear Headphones with Mic (White),/boAt-BassHeads-100-Headphones-White/dp/B07234XXJF/ref=sr_1_45?dchild=1&keywords=headphones&qid=1584620127&sr=8-45,379,4.1 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
boAt Rockerz 370 Ergonomically Styled Wireless Headphones with Bluetooth V5.0 & Up to 8 Hours of Playback (Buoyant Black),/Rockerz-370-Ergonomically-Headphones-Bluetooth/dp/B0856HNMR7/ref=sr_1_46?dchild=1&keywords=headphones&qid=1584620127&smid=A14CZOWI0VEHLG&sr=8-46,"1,299",4.1 out of 5 stars,FREE Delivery by Amazon
Rhythm&Blues A450BT On-Ear Bluetooth Wireless Headphones with Mic (Black),/Rhythm-Blues-A450BT-Bluetooth-Headphones/dp/B07PBWF9ND/ref=sr_1_47?dchild=1&keywords=headphones&qid=1584620127&sr=8-47,599,,FREE Delivery by Amazon
Philips SHE1405BK/94 In-Ear Headphone Headset With Mic - Black,/Philips-SHE1405BK-94-Headphone-Headset/dp/B00U3S24RQ/ref=sr_1_48?dchild=1&keywords=headphones&qid=1584620127&sr=8-48,289,,FREE Delivery over ₹499. Fulfilled by Amazon.
Cosmic Byte Spider Gaming Headphone with Microphone & LED for PC/PS4/Xbox/Mobiles/Tablets (Blue),/Cosmic-Byte-Spider-Microphone-Blue/dp/B081D57HB3/ref=sr_1_49?dchild=1&keywords=headphones&qid=1584620127&sr=8-49,"1,099",,FREE Delivery by Amazon
WOW Imagine Shock Proof Protective Silicone Case Sleeve Skin with [ Key Chain Clasp ] for Apple AirPods Wireless Headphone Charging Case Box - Pitch Black,/WOW-Imagine-Protective-Silicone-Headphone/dp/B084Z7L2DT/ref=sr_1_50?dchild=1&keywords=headphones&qid=1584620127&sr=8-50,249,,FREE Delivery over ₹499. Fulfilled by Amazon.
Xmate Joy in-Ear Metal Wired Headphones with Bass & Mic - (Black),/Xmate-Joy-Metal-Extra-Headphones/dp/B07S1XQQQ5/ref=sr_1_51?dchild=1&keywords=headphones&qid=1584620127&smid=A14CZOWI0VEHLG&sr=8-51,299,3.9 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
"Boult Audio ProBass Stella Over-Ear Wireless Bluetooth Headphones with Mic & Noise Cancellation, Headset with Long Battery Life (Beige)",/Boult-Audio-Stella-Headphones-Cancellation/dp/B07MCTGB8H/ref=sr_1_52?dchild=1&keywords=headphones&qid=1584620127&sr=8-52,"1,299",,FREE Delivery by Amazon
EASYSHOP Magnetic Bluetooth Headphone with Noise Isolation and Hands-Free Mic and Buttons with Magnetic Earbuds Secure Fit for All Android & Smartsphones,/EASYSHOP-Bluetooth-Headphone-Hands-Free-Smartsphones/dp/B0822NWKCB/ref=sr_1_51?dchild=1&keywords=headphones&qid=1584620131&sr=8-51,249,,
Sketchfab Extra bass Headphones Over The Ear Headset with Deep bass (Red),/Sketchfab-Extra-bass-Headphones-Headset/dp/B0821727QX/ref=sr_1_52?dchild=1&keywords=headphones&qid=1584620131&sr=8-52,349,,
JBL T460BT Extra Bass Wireless On-Ear Headphones with 11 Hours Playtime & Mic (Black),/JBL-T460BT-Extra-Wireless-Headphones/dp/B077T4737M/ref=sr_1_53?dchild=1&keywords=headphones&qid=1584620131&smid=A14CZOWI0VEHLG&sr=8-53,"2,399",4.1 out of 5 stars,FREE Delivery by Amazon
Sony MDR-EX150AP In-Ear Headphones with Mic (Black),/Sony-MDR-EX150AP-Ear-Headphones-Black/dp/B015ZDGEQU/ref=sr_1_54?dchild=1&keywords=headphones&qid=1584620131&smid=A14CZOWI0VEHLG&sr=8-54,845,4.0 out of 5 stars,FREE Delivery by Amazon
boAt Rockerz 255 Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Free Mic (Active Black),/255-Bluetooth-Wireless-Earphone-Immersive/dp/B07C2VJXP4/ref=sr_1_55?dchild=1&keywords=headphones&qid=1584620131&sr=8-55,"1,399",3.9 out of 5 stars,FREE Delivery by Amazon
"iBall EarWear Rock, Pitch Perfect Sound, Over-Ear Wired Headphones with Mic, Black & Grey",/iBall-EarWear-Rock-Over-Ear-Headphones/dp/B07X3P5GRJ/ref=sr_1_56?dchild=1&keywords=headphones&qid=1584620131&smid=A14CZOWI0VEHLG&sr=8-56,449,,FREE Delivery by Amazon
Sketchfab Extra bass Headphones Over The Ear Headset with Deep bass (White),/Sketchfab-Extra-Headphones-Headset-White/dp/B082185P8X/ref=sr_1_57?dchild=1&keywords=headphones&qid=1584620131&sr=8-57,349,,
"Leaf Bass Wireless Bluetooth Headphones with Hi-Fi Mic and 10 Hours Battery Life, Over Ear Headphones with Super Soft Cushions and Deep Bass (Carbon Black)",/Leaf-Wireless-Bluetooth-Headphones-Cushions/dp/B07DNTF5TQ/ref=sr_1_58?dchild=1&keywords=headphones&qid=1584620131&sr=8-58,999,3.8 out of 5 stars,FREE Delivery by Amazon
Infinity (JBL) Zip 20 in-Ear Deep Bass Headphones with Mic (Charcoal Black),/Infinity-Zip-20-Headphones-Charcoal/dp/B07W5MYLJZ/ref=sr_1_61?dchild=1&keywords=headphones&qid=1584620131&smid=A14CZOWI0VEHLG&sr=8-61,399,4.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
ERHETUS SH12 Wireless Bluetooth Headphone with Mic with FM and SD Card Slot with Music and Calling Controls for All Mobile (Black),/ERHETUS-SH12-Wireless-Bluetooth-Headphone/dp/B0842637CV/ref=sr_1_62?dchild=1&keywords=headphones&qid=1584620131&sr=8-62,569,4.1 out of 5 stars,FREE Delivery by Amazon
Sony MDR-EX150AP In-Ear Headphones with Mic (Dark Blue),/Sony-MDR-EX150AP-Ear-Headphones-Dark/dp/B015ZDGB9U/ref=sr_1_63?dchild=1&keywords=headphones&qid=1584620131&smid=A14CZOWI0VEHLG&sr=8-63,845,4.0 out of 5 stars,FREE Delivery by Amazon
"Infinity (JBL) Glide 500 Wireless Headphones with 20 Hours Playtime (Quick Charge), Deep Bass and Dual Equalizer (Mystic Blue)",/Infinity-Glide-500-Wireless-Headphones/dp/B07W6NDVSR/ref=sr_1_64?dchild=1&keywords=headphones&qid=1584620131&sr=8-64,"1,499",4.2 out of 5 stars,FREE Delivery by Amazon
boAt BassHeads 225 in-Ear Super Extra Bass Headphones (Molten Orange),/BassHeads-225-Headphones-Molten-Orange/dp/B07T2CZCMR/ref=sr_1_65?dchild=1&keywords=headphones&qid=1584620131&sr=8-65,525,3.9 out of 5 stars,FREE Delivery by Amazon
Ramkuwar Eva Portable Storage Box Earphone Headset Carry Pouch Headphone Carrying Case,/Baskety-Portable-Earphone-Headphone-Carrying/dp/B07DDM713C/ref=sr_1_66?dchild=1&keywords=headphones&qid=1584620131&sr=8-66,399,4.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
Redgear Cloak RGB Gaming Headphones with Microphone for PC,/Redgear-Cloak-Gaming-Headphones-Microphone/dp/B07T9FV9YP/ref=sr_1_67?dchild=1&keywords=headphones&qid=1584620131&sr=8-67,899,4.1 out of 5 stars,FREE Delivery by Amazon
Quantum Headphones QHM888 with Mic Single 3.5mm Jack Headset (Black),/Quantum-QHM888-Headset/dp/B00HPBVZP6/ref=sr_1_68?dchild=1&keywords=headphones&qid=1584620131&sr=8-68,274,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Texco International Superhero Character Collection Soft Silicone, Shock Proof, Protective Cover Case for AirPods Wireless Headset Earphone (Batman)",/Texco-International-Superhero-Collection-Protective/dp/B07TLL7NRY/ref=sr_1_67?dchild=1&keywords=headphones&qid=1584620135&sr=8-67,499,4.0 out of 5 stars,FREE Delivery by Amazon
GoFree 55mm Headphone Cushion Foam Sponge [High Density Foam – Enhanced Comfort and Long Life] (55mm Dia),/GoFree-Headphone-Cushion-Sponge-Density/dp/B07YB7MGM6/ref=sr_1_68?dchild=1&keywords=headphones&qid=1584620135&sr=8-68,199,3.9 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
Motorola Pulse 110 Over Ear Wired Headphones with Extra Bass & Alexa (Black),/Motorola-Pulse-110-Wired-Headphones/dp/B07WT5K9XC/ref=sr_1_69?dchild=1&keywords=headphones&qid=1584620135&sr=8-69,629,,FREE Delivery by Amazon
JBL C200SI Super Deep Bass in-Ear Headphones with Mic (Gun Metal),/JBL-C200SI-Ear-Headphones-Metal/dp/B07DFYSGS3/ref=sr_1_70?dchild=1&keywords=headphones&qid=1584620135&smid=A14CZOWI0VEHLG&sr=8-70,699,4.1 out of 5 stars,FREE Delivery by Amazon
Clavier Hard Carrying Case Portable Protection Storage Bag for Earphone Headset Headphone Black,/Clavier-Carrying-Portable-Protection-Headphone/dp/B07T6F17YX/ref=sr_1_71?dchild=1&keywords=headphones&qid=1584620135&sr=8-71,109,4.1 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
"Headphones: The Complete Guide to Headphone Wireless MP3, Headphones Noise and Headphones Microphone",/Headphones-Complete-Headphone-Wireless-Microphone-ebook/dp/B013I94WXU/ref=sr_1_72?dchild=1&keywords=headphones&qid=1584620135&sr=8-72,,,
Humpty Dumpty & More Kids Songs - Super Simple Songs,/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.a4b1849d-3a38-b972-f145-5e969440cd69%26ref_%3Ddvm_src_ret_in_xx_s&page-type-id=B07QCN3C83&ref=sr_1_73&keywords=headphones&qid=1584620135&sr=8-73,,,
SBA999-B002 |Bluetooth| Wireless Headphone Sport/Running Stereo Magnet/Earbuds with Microphone Earphone Headset,/SBA999-B002-Bluetooth-Wireless-Headphone-Microphone/dp/B0847NBSGP/ref=sr_1_74?dchild=1&keywords=headphones&qid=1584620135&sr=8-74,299,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Logitech H111 Stero Headset, Black & Grey",/Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_77?dchild=1&keywords=headphones&qid=1584620135&sr=8-77,669,3.8 out of 5 stars,FREE Delivery by Amazon
WOW Imagine Shock Proof Protective Silicone Case Sleeve Skin with [ Key Chain Clasp ] for Apple AirPods Wireless Headphone Charging Case Box - Blue,/WOW-Imagine-Protective-Silicone-Headphone/dp/B084Z2H18B/ref=sr_1_78?dchild=1&keywords=headphones&qid=1584620135&sr=8-78,249,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Kotion Each GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones(Blue)",/Kotion-Each-Headphones-Laptop-Android/dp/B01M4S08T5/ref=sr_1_79?dchild=1&keywords=headphones&qid=1584620135&sr=8-79,949,4.1 out of 5 stars,FREE Delivery by Amazon
"ASMIU Wireless Bluetooth Earphones Headphones Headset with Mic, Vol Button for Oppo Vivo Redmi Samsung Nokia Realme Mi Oneplus Huawei Sony Etc.",/ASMIU-Wireless-Bluetooth-Earphones-Headphones/dp/B085H6WNZ8/ref=sr_1_80?dchild=1&keywords=headphones&qid=1584620135&sr=8-80,219,,
Boat Rockerz 400 On-Ear Bluetooth Headphones (Carbon Black),/Boat-Rockerz-400-Bluetooth-Headphones/dp/B01J82IYLW/ref=sr_1_81?dchild=1&keywords=headphones&qid=1584620135&smid=A14CZOWI0VEHLG&sr=8-81,"1,399",4.1 out of 5 stars,FREE Delivery by Amazon
GoFree 45mm Headphone Cushion Foam Sponge [High Density Foam – Enhanced Comfort and Long Life] (45mm Dia),/GoFree-Headphone-Cushion-Sponge-Density/dp/B07YB7P8HX/ref=sr_1_82?dchild=1&keywords=headphones&qid=1584620135&sr=8-82,199,3.9 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
Infinity (JBL) Zip 20 in-Ear Deep Bass Headphones with Mic (Mystic Blue),/Infinity-Zip-20-Headphones-Mystic/dp/B07W7RSYTY/ref=sr_1_83?dchild=1&keywords=headphones&qid=1584620135&smid=A14CZOWI0VEHLG&sr=8-83,399,4.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
JBL C100SI In-Ear Headphones with Mic (Red),/JBL-C100SI-Ear-Headphones-Mic/dp/B01DF26V7A/ref=sr_1_84?dchild=1&keywords=headphones&qid=1584620135&smid=A14CZOWI0VEHLG&sr=8-84,599,4.0 out of 5 stars,FREE Delivery by Amazon
"ROCKETKART Headset, Earphones, Headphones for Redmi Note 8, Mi A3, 7A, Y3, Poco F1, OnePlus 7T, 7 Pro, Vivo U20, U10, Redmi 7, M10s, M30s, F11 Pro, Realme U1, Y15, Oppo A7, M30, K20 Pro, Mi Note 7s",/ROCKETKART-Headset-Earphones-Headphones-OnePlus/dp/B082G1MT58/ref=sr_1_83?dchild=1&keywords=headphones&qid=1584620139&sr=8-83,155,,FREE Delivery over ₹499. Fulfilled by Amazon.
Motorola Escape 210 Over-Ear Bluetooth Headphones with Alexa (Black),/Motorola-210-Over-Ear-Bluetooth-Headphones/dp/B07QDMFVQ6/ref=sr_1_84?dchild=1&keywords=headphones&qid=1584620139&sr=8-84,"1,299",3.8 out of 5 stars,FREE Delivery by Amazon
"Rewy SH12 Wireless Bluetooth V4.2 Headphones with Stereo Sound/Hands Free Calls/Portable and Foldable/Noise Cancellation Compatible with Android, iOS & Windows Devices (Random Colour)",/Rewy-Bluetooth-Headphones-Cancellation-Compatible/dp/B07W65FNB6/ref=sr_1_85?dchild=1&keywords=headphones&qid=1584620139&sr=8-85,469,,
pTron HBE5 Raptor (High Bass Earphones) in-Ear Stereo Wired Headphones with Mic - (Black and Red),/HBE5-Raptor-Earphones-Stereo-Headphones/dp/B07XRN1K3Z/ref=sr_1_86?dchild=1&keywords=headphones&qid=1584620139&sr=8-86,249,,FREE Delivery over ₹499. Fulfilled by Amazon.
Sketchfab Extra bass Headphones Over The Ear Headset with Deep bass (Black),/Sketchfab-Extra-Headphones-Headset-Black/dp/B08218WDB3/ref=sr_1_87?dchild=1&keywords=headphones&qid=1584620139&sr=8-87,349,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Boult Audio Bass Buds Q2 Over-Ear Wired Lightweight Stereo Headphones with Noise Cancellation, Deep Bass & in-Built Mic, Headset with Comfortable Ear Cushions, Long Cord (Black)",/Boult-Audio-Lightweight-Cancellation-Comfortable/dp/B07TFW7WLF/ref=sr_1_88?dchild=1&keywords=headphones&qid=1584620139&sr=8-88,649,,FREE Delivery by Amazon
pTron Boom 3 4D Dual Driver in-Ear Wired Headphones with Mic - (Black and Silver),/pTron-Boom-Driver-Wired-Headphones/dp/B07XRDKDW6/ref=sr_1_89?dchild=1&keywords=headphones&qid=1584620139&sr=8-89,599,3.8 out of 5 stars,FREE Delivery by Amazon
Sony MDR-XB450 On-Ear EXTRA BASS Headphones (Black),/Sony-MDR-XB450-EXTRA-Headphones-Black/dp/B00NFJGUPW/ref=sr_1_90?dchild=1&keywords=headphones&qid=1584620139&sr=8-90,"1,810",,FREE Delivery by Amazon
Logitech H340 Headset,/Logitech-H340-Headset/dp/B00A2FDNDY/ref=sr_1_93?dchild=1&keywords=headphones&qid=1584620139&sr=8-93,"2,285",3.9 out of 5 stars,FREE Delivery by Amazon
SBA999 A017 Magnetic Bluetooth Attractive Headphone with Noise Isolation and Hands-Free Mic and Buttons with Magnetic Earbuds Secure Fit for All Smartphones,/SBA999-Bluetooth-Attractive-Hands-Free-Smartphones/dp/B083FXNVWT/ref=sr_1_94?dchild=1&keywords=headphones&qid=1584620139&sr=8-94,299,,FREE Delivery over ₹499. Fulfilled by Amazon.
